ProjectID,BuildingID,BedroomSize,MaxAllowableIncome,TotalUnits,MedianInitialLegalRent,HighInitialLegalRent,LowInitialLegalRent,MedianActualRent,HighActualRent,LowActualRent
50942,964992,3-BR,0%-30%,2,,,,,,
50942,964992,3-BR,31%-40%,1,,,,,,
50942,964992,3-BR,41%-50%,1,,,,,,
50942,964992,3-BR,51%-60%,1,,,,,,
50942,964992,3-BR,71%-80%,1,,,,,,
50942,964992,3-BR,81%-90%,6,,,,,,
50942,964992,Studio,0%-30%,2,,,,,,
50942,964992,Studio,31%-40%,1,,,,,,
50942,964992,Studio,41%-50%,1,,,,,,
50942,964992,Studio,51%-60%,2,,,,,,
50942,964992,Studio,71%-80%,1,,,,,,
48746,353050,2-BR,71%-80%,4,,,,,,
48746,353050,2-BR,91%-100%,4,,,,,,
48746,353050,3-BR,71%-80%,5,,,,,,
48746,353050,3-BR,91%-100%,3,,,,,,
49067,64306,1-BR,111%-120%,4,,,,,,
49067,64306,2-BR,111%-120%,31,,,,,,
49067,64306,3-BR,111%-120%,5,,,,,,
49067,64306,Studio,111%-120%,4,,,,,,
50819,6422,2-BR,NON-RESTRICTED,9,,,,,,
50807,6424,2-BR,NON-RESTRICTED,9,,,,,,
51064,335986,1-BR,NON-RESTRICTED,4,,,,,,
51064,335986,2-BR,NON-RESTRICTED,3,,,,,,
50821,6426,3-BR,41%-50%,4,,,,,,
50821,6426,3-BR,71%-80%,5,,,,,,
50753,341971,1-BR,NON-RESTRICTED,5,,,,,,
50414,118550,1-BR,51%-60%,6,,,,,,
50414,118550,2-BR,51%-60%,13,,,,,,
50414,118550,3-BR,51%-60%,26,,,,,,
50414,66360,1-BR,51%-60%,1,,,,,,
50414,66360,2-BR,51%-60%,28,,,,,,
50414,66360,3-BR,51%-60%,25,,,,,,
50414,66368,1-BR,51%-60%,19,,,,,,
50414,66368,2-BR,51%-60%,15,,,,,,
50414,66368,3-BR,51%-60%,7,,,,,,
50414,66368,4-BR,51%-60%,1,,,,,,
50414,118563,2-BR,51%-60%,2,,,,,,
50414,118563,3-BR,51%-60%,13,,,,,,
50414,118563,4-BR,51%-60%,5,,,,,,
50414,118564,1-BR,51%-60%,5,,,,,,
50414,118564,2-BR,51%-60%,12,,,,,,
50414,118564,3-BR,51%-60%,15,,,,,,
50414,118564,4-BR,51%-60%,6,,,,,,
50414,66363,1-BR,51%-60%,1,,,,,,
50414,66363,2-BR,51%-60%,39,,,,,,
50414,66361,1-BR,51%-60%,5,,,,,,
50414,66361,2-BR,51%-60%,19,,,,,,
50414,66361,3-BR,51%-60%,10,,,,,,
50638,949243,1-BR,51%-60%,22,,,,,,
50638,949243,2-BR,51%-60%,23,,,,,,
50638,949243,3-BR,51%-60%,8,,,,,,
50638,949243,Studio,51%-60%,70,,,,,,
49248,,1-BR,0%-30%,3,1280,1280,1280,283,283,283
49248,,1-BR,41%-50%,3,1280,1280,1280,699,699,699
49248,,1-BR,51%-60%,4,851,851,851,851,851,851
49248,,2-BR,0%-30%,6,1526,1526,1526,499,499,499
49248,,2-BR,41%-50%,5,1526,1526,1526,849,849,849
49248,,2-BR,51%-60%,6,1032,1032,1032,1032,1032,1032
49248,,2-BR,SUPER,1,,,,,,
49248,,3-BR,41%-50%,2,1977,1977,1977,972,972,972
49248,,3-BR,51%-60%,9,1186,1186,1186,1186,1186,1186
51314,253010,2-BR,NON-RESTRICTED,18,,,,,,
51271,213417,Studio,121%-130%,193,,,,,,
49625,952254,1-BR,0%-30%,4,,,,,,
49625,952254,1-BR,31%-40%,5,,,,,,
49625,952254,1-BR,41%-50%,6,,,,,,
49625,952254,1-BR,51%-60%,23,,,,,,
49625,952254,1-BR,81%-90%,10,,,,,,
49625,952254,2-BR,0%-30%,4,,,,,,
49625,952254,2-BR,31%-40%,2,,,,,,
49625,952254,2-BR,41%-50%,4,,,,,,
49625,952254,2-BR,51%-60%,11,,,,,,
49625,952254,2-BR,81%-90%,7,,,,,,
49625,952254,3-BR,31%-40%,5,,,,,,
49625,952254,3-BR,41%-50%,3,,,,,,
49625,952254,3-BR,51%-60%,4,,,,,,
49625,952254,3-BR,81%-90%,2,,,,,,
49625,952254,Studio,0%-30%,2,,,,,,
49625,952254,Studio,31%-40%,2,,,,,,
49625,952254,Studio,41%-50%,1,,,,,,
49625,952254,Studio,51%-60%,1,,,,,,
49716,322143,1-BR,51%-60%,7,,,,,,
49716,322143,Studio,51%-60%,1,,,,,,
49716,247933,2-BR,51%-60%,1,,,,,,
49716,247933,3-BR,51%-60%,1,,,,,,
49716,247933,4-BR,51%-60%,5,,,,,,
49716,351171,1-BR,51%-60%,7,,,,,,
49716,351171,Studio,51%-60%,2,,,,,,
49716,329197,2-BR,51%-60%,2,,,,,,
49716,329197,Studio,51%-60%,2,,,,,,
49716,329199,2-BR,51%-60%,2,,,,,,
49716,329199,Studio,51%-60%,2,,,,,,
49716,207180,1-BR,51%-60%,4,,,,,,
49716,294186,1-BR,51%-60%,4,,,,,,
49716,294186,2-BR,51%-60%,22,,,,,,
49716,294186,Studio,51%-60%,1,,,,,,
49716,388945,1-BR,51%-60%,3,,,,,,
49716,388945,2-BR,51%-60%,7,,,,,,
49716,388945,Studio,51%-60%,3,,,,,,
49716,388933,2-BR,51%-60%,4,,,,,,
49716,388933,Studio,51%-60%,8,,,,,,
50605,79714,1-BR,111%-120%,1,,,,717,717,717
50605,79714,1-BR,61%-65%,1,,,,603,603,603
50605,79714,2-BR,111%-120%,6,,,,955.5,1334,881
50605,79714,2-BR,61%-65%,2,,,,997.5,1029,966
50605,79714,3-BR,111%-120%,8,,,,1130.5,1720,920
50605,79714,3-BR,61%-65%,2,,,,906,1068,744
50605,79712,1-BR,41%-50%,1,,,,944,944,944
50605,79712,1-BR,61%-65%,1,,,,898,898,898
50605,79712,2-BR,111%-120%,6,,,,959,1210,881
50605,79712,2-BR,41%-50%,1,,,,342,342,342
50605,79712,2-BR,61%-65%,1,,,,915,915,915
50605,79712,3-BR,111%-120%,8,,,,1093.5,1453,912
50605,79712,3-BR,41%-50%,1,,,,404,404,404
50605,79712,3-BR,61%-65%,1,,,,1152,1152,1152
50793,821898,2-BR,NON-RESTRICTED,15,,,,,,
50808,11113,3-BR,41%-50%,1,,,,,,
50808,11113,4-BR,41%-50%,2,,,,,,
50808,11113,4-BR,71%-80%,2,,,,,,
44332,973751,1-BR,71%-80%,1,,,,,,
44332,973751,2-BR,71%-80%,6,,,,,,
44332,973751,3-BR,71%-80%,3,,,,,,
44332,973750,1-BR,71%-80%,3,,,,,,
44332,973750,2-BR,71%-80%,3,,,,,,
44332,973750,3-BR,71%-80%,1,,,,,,
44332,975662,1-BR,71%-80%,2,,,,,,
44332,975662,2-BR,71%-80%,6,,,,,,
51052,11135,2-BR,NON-RESTRICTED,12,,,,,,
50677,348491,1-BR,NON-RESTRICTED,48,,,,,,
50677,348491,2-BR,NON-RESTRICTED,25,,,,,,
50677,348491,3-BR,NON-RESTRICTED,47,,,,,,
50677,348491,Studio,NON-RESTRICTED,70,,,,,,
50735,251214,1-BR,NON-RESTRICTED,8,,,,,,
50735,251214,Studio,NON-RESTRICTED,8,,,,,,
51248,9911,1-BR,121%-130%,30,,,,,,
51248,9911,2-BR,121%-130%,28,,,,,,
51248,9911,2-BR,121%-130%,1,,,,,,
51248,9911,3-BR,121%-130%,1,,,,,,
48753,89051,1-BR,0%-30%,1,,,,,,
48753,89051,1-BR,41%-50%,34,,,,,,
48753,89051,2-BR,41%-50%,12,,,,,,
48753,89051,2-BR,SUPER,1,,,,,,
48753,89051,3-BR,0%-30%,7,,,,,,
48753,89051,3-BR,71%-80%,6,,,,,,
48753,89051,4-BR,41%-50%,1,,,,,,
48753,89051,Studio,0%-30%,3,,,,,,
48753,89051,Studio,41%-50%,19,,,,,,
48753,89051,Studio,71%-80%,1,,,,,,
49722,969838,1-BR,31%-40%,2,,,,,,
49722,969838,1-BR,41%-50%,5,,,,,,
49722,969838,1-BR,51%-60%,5,,,,,,
49722,969838,2-BR,31%-40%,5,,,,,,
49722,969838,2-BR,41%-50%,6,,,,,,
49722,969838,2-BR,51%-60%,6,,,,,,
49722,969838,2-BR,SUPER,1,,,,,,
49722,969838,3-BR,31%-40%,1,,,,,,
49722,969838,3-BR,41%-50%,2,,,,,,
49722,969838,3-BR,51%-60%,3,,,,,,
49722,969838,Studio,31%-40%,5,,,,,,
49722,969838,Studio,41%-50%,4,,,,,,
49722,969838,Studio,51%-60%,7,,,,,,
49722,948723,1-BR,31%-40%,11,,,,,,
49722,948723,1-BR,41%-50%,11,,,,,,
49722,948723,1-BR,51%-60%,16,,,,,,
49722,948723,2-BR,31%-40%,7,,,,,,
49722,948723,2-BR,41%-50%,4,,,,,,
49722,948723,2-BR,51%-60%,23,,,,,,
49722,948723,2-BR,SUPER,1,,,,,,
49722,948723,3-BR,31%-40%,2,,,,,,
49722,948723,3-BR,51%-60%,3,,,,,,
49722,948723,Studio,31%-40%,1,,,,,,
49722,948723,Studio,41%-50%,2,,,,,,
49722,948723,Studio,51%-60%,3,,,,,,
49722,948724,1-BR,31%-40%,5,,,,,,
49722,948724,1-BR,41%-50%,2,,,,,,
49722,948724,1-BR,51%-60%,12,,,,,,
49722,948724,2-BR,31%-40%,6,,,,,,
49722,948724,2-BR,41%-50%,8,,,,,,
49722,948724,2-BR,51%-60%,8,,,,,,
49722,948724,2-BR,SUPER,1,,,,,,
49722,948724,3-BR,31%-40%,1,,,,,,
49722,948724,3-BR,41%-50%,1,,,,,,
49722,948724,3-BR,51%-60%,3,,,,,,
49722,948724,Studio,41%-50%,43,,,,,,
49722,948722,1-BR,31%-40%,4,,,,,,
49722,948722,1-BR,41%-50%,4,,,,,,
49722,948722,1-BR,51%-60%,11,,,,,,
49722,948722,2-BR,31%-40%,4,,,,,,
49722,948722,2-BR,41%-50%,4,,,,,,
49722,948722,2-BR,51%-60%,10,,,,,,
49722,948722,2-BR,SUPER,1,,,,,,
49722,948722,3-BR,31%-40%,1,,,,,,
49722,948722,3-BR,41%-50%,2,,,,,,
49722,948722,3-BR,51%-60%,3,,,,,,
49722,948722,Studio,51%-60%,8,,,,,,
50741,394534,1-BR,NON-RESTRICTED,2,,,,,,
50741,394534,2-BR,NON-RESTRICTED,3,,,,,,
50207,810109,4-BR,51%-60%,2,,,,794.5,846,743
50207,810103,1-BR,51%-60%,1,,,,740,740,740
50207,810103,2-BR,51%-60%,2,,,,773,822,724
50207,354367,2-BR,51%-60%,1,,,,890,890,890
50207,354367,3-BR,41%-50%,1,,,,888,888,888
50207,354367,3-BR,51%-60%,1,,,,844,844,844
50207,810093,2-BR,51%-60%,1,,,,673,673,673
50207,810093,3-BR,51%-60%,2,,,,886,980,792
50207,810096,2-BR,51%-60%,1,,,,667,667,667
50207,810096,3-BR,51%-60%,2,,,,716.5,751,682
50207,810091,3-BR,51%-60%,3,,,,814,922,791
50207,810101,1-BR,51%-60%,1,,,,790,790,790
50207,810101,2-BR,51%-60%,2,,,,720.5,750,691
50207,810105,1-BR,51%-60%,1,,,,647,647,647
50207,810105,2-BR,51%-60%,2,,,,908.5,989,828
50207,810094,2-BR,51%-60%,1,,,,784,784,784
50207,810094,3-BR,51%-60%,2,,,,1182,1182,1182
50207,810107,2-BR,41%-50%,1,,,,,,
50207,810107,3-BR,41%-50%,1,,,,764,764,764
50207,810107,3-BR,51%-60%,1,,,,1043,1043,1043
50207,810098,1-BR,51%-60%,1,,,,716,716,716
50207,810098,2-BR,51%-60%,2,,,,693.5,696,691
50207,810092,2-BR,51%-60%,1,,,,755,755,755
50207,810092,3-BR,51%-60%,2,,,,981,1182,780
50207,810095,2-BR,51%-60%,1,,,,570,570,570
50207,810095,3-BR,51%-60%,2,,,,895,940,850
50207,810108,2-BR,41%-50%,1,,,,711,711,711
50207,810108,3-BR,51%-60%,2,,,,746.5,896,597
50207,810106,1-BR,51%-60%,1,,,,739,739,739
50207,810106,2-BR,51%-60%,2,,,,746.5,791,702
50207,810102,1-BR,51%-60%,1,,,,743,743,743
50207,810102,2-BR,51%-60%,2,,,,677,755,599
50207,810099,1-BR,51%-60%,1,,,,590,590,590
50207,810099,2-BR,41%-50%,1,,,,796,796,796
50207,810099,2-BR,51%-60%,1,,,,767,767,767
50207,810104,1-BR,51%-60%,1,,,,774,774,774
50207,810104,2-BR,51%-60%,2,,,,862.5,947,778
50207,810100,1-BR,51%-60%,1,,,,796,796,796
50207,810100,2-BR,51%-60%,2,,,,754.5,796,713
50207,300660,1-BR,51%-60%,1,,,,699,699,699
50207,300660,2-BR,51%-60%,2,,,,723,743,703
50606,92440,1-BR,111%-120%,1,,,,,,
50606,92440,1-BR,41%-50%,1,,,,,,
50606,92440,2-BR,111%-120%,10,,,,,,
50606,92440,2-BR,61%-65%,2,,,,,,
50606,92440,3-BR,111%-120%,4,,,,,,
50606,92440,4-BR,111%-120%,1,,,,,,
50606,92439,1-BR,111%-120%,1,,,,,,
50606,92439,1-BR,61%-65%,1,,,,,,
50606,92439,2-BR,111%-120%,10,,,,,,
50606,92439,2-BR,61%-65%,2,,,,,,
50606,92439,3-BR,111%-120%,4,,,,,,
50606,92439,4-BR,111%-120%,1,,,,,,
50606,92441,1-BR,111%-120%,1,,,,,,
50606,92441,1-BR,41%-50%,1,,,,,,
50606,92441,2-BR,101%-110%,1,,,,,,
50606,92441,2-BR,111%-120%,11,,,,,,
50606,92441,3-BR,111%-120%,4,,,,,,
50606,92441,3-BR,61%-65%,1,,,,,,
50606,64431,1-BR,111%-120%,2,,,,,,
50606,64431,1-BR,41%-50%,1,,,,,,
50606,64431,2-BR,111%-120%,8,,,,,,
50606,64431,2-BR,61%-65%,2,,,,,,
50606,64431,3-BR,111%-120%,11,,,,,,
48898,822634,1-BR,131%-140%,1,,,,915,915,915
48898,822634,2-BR,131%-140%,96,,,,1129,1378,1014
48898,822634,3-BR,131%-140%,38,,,,1414,1495,1014
50294,87096,1-BR,71%-80%,1,,,,,,
50294,87096,2-BR,71%-80%,23,,,,,,
50294,87096,3-BR,71%-80%,7,,,,,,
44339,964993,1-BR,0%-30%,11,,,,,,
44339,964993,1-BR,41%-50%,14,,,,,,
44339,964993,1-BR,51%-60%,18,,,,,,
44339,964993,1-BR,66%-70%,14,,,,,,
44339,964993,1-BR,71%-80%,10,,,,,,
44339,964993,1-BR,81%-90%,3,,,,,,
44339,964993,1-BR,SUPER,1,,,,,,
44339,964993,2-BR,0%-30%,27,,,,,,
44339,964993,2-BR,41%-50%,36,,,,,,
44339,964993,2-BR,51%-60%,47,,,,,,
44339,964993,2-BR,66%-70%,36,,,,,,
44339,964993,2-BR,71%-80%,28,,,,,,
44339,964993,2-BR,81%-90%,9,,,,,,
44339,964993,3-BR,0%-30%,3,,,,,,
44339,964993,3-BR,41%-50%,3,,,,,,
44339,964993,3-BR,51%-60%,4,,,,,,
44339,964993,3-BR,66%-70%,3,,,,,,
44339,964993,3-BR,71%-80%,3,,,,,,
44339,964993,3-BR,81%-90%,1,,,,,,
44339,964993,Studio,0%-30%,5,,,,,,
44339,964993,Studio,41%-50%,7,,,,,,
44339,964993,Studio,51%-60%,8,,,,,,
44339,964993,Studio,66%-70%,7,,,,,,
44339,964993,Studio,71%-80%,5,,,,,,
44339,964993,Studio,81%-90%,2,,,,,,
55431,109774,1-BR,51%-60%,6,,,,,,
55431,109774,2-BR,51%-60%,17,,,,,,
55431,109774,3-BR,51%-60%,13,,,,,,
55431,109774,3-BR,NON-RESTRICTED,2,,,,,,
55431,109774,4-BR,51%-60%,5,,,,,,
55431,109774,5-BR,51%-60%,1,,,,,,
55431,806947,1-BR,51%-60%,14,,,,,,
55431,806947,2-BR,51%-60%,9,,,,,,
55431,806947,2-BR,NON-RESTRICTED,1,,,,,,
55431,806947,3-BR,51%-60%,12,,,,,,
55431,806679,1-BR,51%-60%,14,,,,,,
55431,806679,2-BR,51%-60%,13,,,,,,
55431,806679,3-BR,51%-60%,11,,,,,,
55431,806679,3-BR,NON-RESTRICTED,1,,,,,,
55431,806679,4-BR,51%-60%,1,,,,,,
55431,79220,1-BR,51%-60%,5,,,,,,
55431,79220,1-BR,NON-RESTRICTED,1,,,,,,
55431,79220,2-BR,51%-60%,21,,,,,,
55431,79220,2-BR,NON-RESTRICTED,4,,,,,,
55431,79220,2-BR,SUPER,1,,,,,,
55431,79220,3-BR,51%-60%,17,,,,,,
55431,64661,2-BR,51%-60%,5,,,,,,
55431,64661,3-BR,51%-60%,8,,,,,,
55431,110203,1-BR,51%-60%,3,,,,,,
55431,110203,2-BR,51%-60%,18,,,,,,
55431,110203,2-BR,NON-RESTRICTED,1,,,,,,
55431,110203,2-BR,SUPER,1,,,,,,
55431,110203,3-BR,51%-60%,13,,,,,,
55431,110203,3-BR,NON-RESTRICTED,2,,,,,,
55431,110203,4-BR,51%-60%,4,,,,,,
55431,110203,4-BR,NON-RESTRICTED,1,,,,,,
55431,110204,1-BR,51%-60%,3,,,,,,
55431,110204,2-BR,51%-60%,18,,,,,,
55431,110204,2-BR,NON-RESTRICTED,2,,,,,,
55431,110204,3-BR,51%-60%,15,,,,,,
55431,110204,4-BR,51%-60%,5,,,,,,
55431,110199,1-BR,51%-60%,9,,,,,,
55431,110199,2-BR,51%-60%,13,,,,,,
55431,110199,2-BR,NON-RESTRICTED,1,,,,,,
55431,110199,3-BR,51%-60%,22,,,,,,
55431,110199,4-BR,51%-60%,5,,,,,,
55431,110200,1-BR,51%-60%,3,,,,,,
55431,110200,2-BR,51%-60%,20,,,,,,
55431,110200,3-BR,51%-60%,15,,,,,,
55431,110200,4-BR,51%-60%,5,,,,,,
55479,812395,1-BR,51%-60%,12,,,,1169,1169,1169
55479,812396,1-BR,51%-60%,8,,,,1169,1169,1169
55479,720538,1-BR,51%-60%,12,,,,1207,1207,1207
55479,812403,1-BR,51%-60%,10,,,,1207,1207,1207
55479,812403,2-BR,51%-60%,2,,,,1412,1412,1412
55479,812397,1-BR,51%-60%,10,,,,1207,1207,1207
55479,812397,2-BR,SUPER,2,,,,706,1412,
55479,812398,1-BR,51%-60%,8,,,,1207,1207,1207
55479,812399,1-BR,51%-60%,8,,,,1207,1207,1207
55479,812400,1-BR,51%-60%,8,,,,1207,1207,1207
55479,812401,1-BR,51%-60%,8,,,,1207,1207,1207
55479,812402,1-BR,51%-60%,12,,,,1207,1207,1207
55464,47164,1-BR,51%-60%,45,1543,1543,1543,179,594,110
55464,47164,2-BR,51%-60%,7,1721,1721,1721,238.5,436,154
55464,47164,Studio,51%-60%,48,1262,1262,1262,190,584,147
50788,11230,2-BR,NON-RESTRICTED,13,,,,,,
50777,213197,1-BR,NON-RESTRICTED,24,,,,,,
50777,213197,2-BR,NON-RESTRICTED,17,,,,,,
50777,213197,Studio,NON-RESTRICTED,6,,,,,,
50777,213197,-1,NON-RESTRICTED,1,,,,,,
50744,213199,1-BR,NON-RESTRICTED,3,,,,,,
50744,213199,2-BR,NON-RESTRICTED,2,,,,,,
51252,116663,1-BR,51%-60%,27,895,895,895,819,1077,428
51252,116663,2-BR,51%-60%,8,1082,1082,1082,833,1363,441
51252,116663,3-BR,51%-60%,10,1247,1247,1247,1003.5,12043,520
51252,46526,2-BR,51%-60%,2,1082,1082,1082,704,975,433
51252,46526,3-BR,51%-60%,6,1247,1247,1247,609.5,1025,585
51252,46525,2-BR,51%-60%,9,1082,1082,1082,989,1117,510
51252,119119,1-BR,41%-50%,1,737,737,737,410,410,410
51252,119119,1-BR,51%-60%,10,895,895,895,465,916,416
51252,119119,2-BR,41%-50%,2,892,892,892,523.5,553,494
51252,119119,2-BR,51%-60%,15,1082,1082,895,558,1349,416
51252,119119,3-BR,51%-60%,13,1247,1247,1247,629,1382,313
50193,341863,1-BR,41%-50%,4,945,945,945,623,725,577
50193,341863,1-BR,51%-60%,4,945,945,945,756.5,792,674
50193,808774,1-BR,41%-50%,4,945,945,945,445,543,241
50193,808774,1-BR,51%-60%,4,945,945,945,577,758,385
50193,341859,1-BR,41%-50%,1,945,945,945,821,821,821
50193,341859,2-BR,51%-60%,1,1134,1134,1134,853,853,853
48775,946631,1-BR,51%-60%,4,,,,862,862,862
50193,341859,3-BR,41%-50%,1,1309,1309,1309,675,675,675
50193,341859,3-BR,51%-60%,1,1309,1309,1309,484,484,484
50193,341859,Studio,41%-50%,2,882,882,882,377.5,509,246
50193,387264,1-BR,41%-50%,2,945,945,945,473.5,578,369
50193,387264,2-BR,41%-50%,2,1134,1134,1134,517.5,529,506
50193,387264,Studio,41%-50%,2,882,882,882,688.5,692,685
50193,341864,1-BR,41%-50%,5,945,945,945,698,754,629
50193,341864,1-BR,51%-60%,2,945,945,945,781.5,788,775
50193,341864,Studio,41%-50%,1,945,945,945,720,720,720
50193,329481,1-BR,41%-50%,3,945,945,945,394,457,378
50193,329481,1-BR,51%-60%,5,945,945,945,434,472,356
44431,965100,1-BR,0%-30%,2,,,,,,
44431,965100,1-BR,31%-40%,4,,,,,,
44431,965100,1-BR,51%-60%,9,,,,,,
44431,965100,1-BR,91%-100%,19,,,,,,
44431,965100,2-BR,0%-30%,4,,,,,,
44431,965100,2-BR,31%-40%,2,,,,,,
44431,965100,2-BR,51%-60%,10,,,,,,
44431,965100,2-BR,91%-100%,4,,,,,,
44431,965100,3-BR,0%-30%,4,,,,,,
44431,965100,3-BR,51%-60%,5,,,,,,
44431,965100,3-BR,91%-100%,6,,,,,,
44431,965100,Studio,0%-30%,2,,,,,,
44431,965100,Studio,31%-40%,2,,,,,,
44431,965100,Studio,51%-60%,7,,,,,,
44431,965100,Studio,91%-100%,2,,,,,,
44431,974694,1-BR,0%-30%,4,,,,,,
44431,974694,1-BR,31%-40%,3,,,,,,
44431,974694,1-BR,51%-60%,14,,,,,,
44431,974694,1-BR,91%-100%,12,,,,,,
44431,974694,2-BR,0%-30%,5,,,,,,
44431,974694,2-BR,31%-40%,3,,,,,,
44431,974694,2-BR,51%-60%,11,,,,,,
44431,974694,2-BR,91%-100%,17,,,,,,
44431,974694,2-BR,SUPER,1,,,,,,
44431,974694,3-BR,0%-30%,6,,,,,,
44431,974694,3-BR,31%-40%,4,,,,,,
44431,974694,3-BR,51%-60%,6,,,,,,
44431,974694,3-BR,91%-100%,3,,,,,,
44431,974694,Studio,0%-30%,4,,,,,,
44431,974694,Studio,31%-40%,3,,,,,,
44431,974694,Studio,51%-60%,10,,,,,,
44431,974694,Studio,91%-100%,18,,,,,,
48775,946628,1-BR,41%-50%,1,,,,705,705,705
48775,946628,1-BR,51%-60%,3,,,,862,862,862
48775,946628,2-BR,51%-60%,1,,,,1044,1044,1044
48775,946628,3-BR,51%-60%,1,,,,1202,1202,1202
48775,946629,2-BR,41%-50%,1,,,,1044,1044,1044
48775,946629,2-BR,51%-60%,1,,,,1044,1044,1044
48775,946629,3-BR,51%-60%,2,,,,1202,1202,1202
48775,340323,1-BR,41%-50%,6,,,,585,624,370
48775,946632,2-BR,51%-60%,3,,,,1044,1044,855
48775,946632,3-BR,51%-60%,1,,,,1202,1202,1202
50996,837304,1-BR,NON-RESTRICTED,2,,,,,,
50996,837304,2-BR,NON-RESTRICTED,41,,,,,,
50996,837304,3-BR,NON-RESTRICTED,14,,,,,,
50996,837303,2-BR,NON-RESTRICTED,43,,,,,,
50996,837303,3-BR,NON-RESTRICTED,13,,,,,,
49657,377137,1-BR,141%-150%,1,,,,,,
49657,377137,2-BR,101%-110%,11,,,,,,
49657,377137,2-BR,SUPER,1,,,,,,
50806,11247,1-BR,41%-50%,3,,,,,,
50806,11247,1-BR,71%-80%,6,,,,,,
50806,11247,3-BR,41%-50%,3,,,,,,
50837,881542,2-BR,NON-RESTRICTED,32,,,,,,
50837,881542,3-BR,NON-RESTRICTED,6,,,,,,
50837,881542,4-BR,NON-RESTRICTED,3,,,,,,
50820,11252,1-BR,41%-50%,3,,,,,,
50820,11252,1-BR,71%-80%,3,,,,,,
50820,11252,2-BR,41%-50%,6,,,,,,
50820,11252,2-BR,71%-80%,6,,,,,,
50820,11252,3-BR,41%-50%,2,,,,,,
50820,11252,3-BR,71%-80%,3,,,,,,
50820,11252,Studio,41%-50%,4,,,,,,
50820,11252,Studio,71%-80%,3,,,,,,
50278,115544,1-BR,111%-120%,4,,,,,,
50278,115544,2-BR,111%-120%,20,,,,,,
50278,115544,3-BR,111%-120%,5,,,,,,
50278,115544,-1,NON-RESTRICTED,1,,,,,,
50278,115544,-1,SUPER,1,,,,,,
50278,45438,2-BR,111%-120%,13,,,,,,
50278,45438,3-BR,111%-120%,2,,,,,,
50278,45438,Studio,111%-120%,1,,,,,,
50278,120990,1-BR,111%-120%,1,,,,,,
50278,120990,2-BR,111%-120%,4,,,,,,
50278,120990,3-BR,111%-120%,8,,,,,,
50278,56949,2-BR,111%-120%,15,,,,,,
50278,56949,3-BR,111%-120%,4,,,,,,
50278,45594,1-BR,111%-120%,2,,,,,,
50278,45594,2-BR,111%-120%,10,,,,,,
50278,45594,3-BR,111%-120%,6,,,,,,
50278,45594,4-BR,111%-120%,1,,,,,,
50278,45594,5-BR,111%-120%,2,,,,,,
50278,100202,1-BR,111%-120%,1,,,,,,
50278,100202,2-BR,111%-120%,14,,,,,,
50278,100202,Studio,111%-120%,1,,,,,,
50278,112044,1-BR,111%-120%,1,,,,,,
50278,112044,3-BR,111%-120%,20,,,,,,
50805,11576,1-BR,41%-50%,1,,,,,,
50805,11576,2-BR,41%-50%,3,,,,,,
50805,11576,2-BR,71%-80%,3,,,,,,
50026,947649,1-BR,41%-50%,2,,,,,,
50026,947649,1-BR,51%-60%,8,,,,,,
50026,947649,2-BR,51%-60%,5,,,,,,
50026,947649,Studio,51%-60%,40,,,,,,
50026,927138,1-BR,41%-50%,2,,,,,,
50026,927138,1-BR,51%-60%,13,,,,,,
50026,927138,2-BR,41%-50%,1,,,,,,
50026,927138,2-BR,51%-60%,19,,,,,,
50026,927138,2-BR,SUPER,1,,,,,,
50026,927138,3-BR,51%-60%,6,,,,,,
50026,927138,Studio,41%-50%,5,,,,,,
50026,927138,Studio,51%-60%,32,,,,,,
55433,47173,1-BR,51%-60%,53,1474,1474,1474,180,426,118
55433,47173,2-BR,51%-60%,1,1474,1474,1474,,,
55433,47173,Studio,51%-60%,62,1265,1265,1265,190,879,134
51067,11583,1-BR,NON-RESTRICTED,7,,,,,,
51067,11583,2-BR,NON-RESTRICTED,8,,,,,,
51067,11583,3-BR,NON-RESTRICTED,5,,,,,,
51067,11583,Studio,NON-RESTRICTED,4,,,,,,
50869,634610,1-BR,NON-RESTRICTED,5,,,,,,
47888,20827,3-BR,51%-60%,6,,,,,,
47888,20827,3-BR,71%-80%,4,,,,,,
47960,51236,1-BR,51%-60%,22,800,890,655,809,890,706
47960,51236,2-BR,51%-60%,9,994,1098,851,994,1098,873
47960,51236,2-BR,71%-80%,4,1066,1149,844,979.5,1149,844
47960,51236,2-BR,SUPER,1,,,,,,
47960,59221,1-BR,51%-60%,10,213,850,213,230,326,222
47960,59221,2-BR,51%-60%,17,275,375,274,296,1042,246
47960,59221,2-BR,71%-80%,2,274.5,275,274,290.5,295,286
47960,59221,3-BR,SUPER,1,,,,,,
47960,114432,1-BR,51%-60%,13,527,617,415,725,725,617
47960,114432,2-BR,51%-60%,1,,,,900,900,900
47960,114432,Studio,51%-60%,1,215,215,215,625,625,625
51778,955507,1-BR,31%-40%,12,,,,,,
51778,955507,1-BR,51%-60%,81,,,,,,
51778,955507,2-BR,31%-40%,13,,,,,,
51778,955507,2-BR,51%-60%,88,,,,,,
51778,955507,3-BR,31%-40%,4,,,,,,
51778,955507,3-BR,51%-60%,21,,,,,,
51778,955507,Studio,31%-40%,21,,,,,,
51778,955507,Studio,51%-60%,8,,,,,,
48973,40680,2-BR,111%-120%,2,1726.5,1882,1571,,,
